week_start,year,port,country,region,throughput_teu_mn,vessels_at_anchor,avg_wait_days,congestion_index,port_utilization_pct,berth_delay_hrs
2022-07-18,2022,Qingdao,China,Asia,24,20,28.9,1.31,0.99,345.2
2022-07-25,2022,Qingdao,China,Asia,24,23,37.4,1.7,0.99,448.2
2022-08-01,2022,Qingdao,China,Asia,24,19,27.2,1.24,0.952,336.7
2022-08-08,2022,Qingdao,China,Asia,24,19,22.9,1.04,0.829,266.5
2022-08-15,2022,Qingdao,China,Asia,24,11,33.7,1.53,0.99,400.8
2022-08-22,2022,Qingdao,China,Asia,24,21,28.7,1.31,0.99,335.7
2022-08-29,2022,Qingdao,China,Asia,24,12,22.7,1.03,0.82,267.5
2022-09-05,2022,Qingdao,China,Asia,24,31,44.2,2.01,0.99,524.7
2022-09-12,2022,Qingdao,China,Asia,24,11,28.1,1.28,0.99,344.5
2022-09-19,2022,Qingdao,China,Asia,24,20,30.0,1.36,0.99,360.0
2022-09-26,2022,Qingdao,China,Asia,24,21,32.8,1.49,0.99,387.9
2022-10-03,2022,Qingdao,China,Asia,24,10,25.1,1.14,0.861,289.0
2022-10-10,2022,Qingdao,China,Asia,24,20,35.2,1.6,0.99,420.0
2022-10-17,2022,Qingdao,China,Asia,24,15,28.4,1.29,0.962,329.5
2022-10-24,2022,Qingdao,China,Asia,24,3,33.8,1.54,0.99,403.2
2022-10-31,2022,Qingdao,China,Asia,24,16,28.8,1.31,0.99,332.8
2022-11-07,2022,Qingdao,China,Asia,24,0,37.0,1.68,0.99,427.3
2022-11-14,2022,Qingdao,China,Asia,24,21,54.6,2.48,0.99,663.9
2022-11-21,2022,Qingdao,China,Asia,24,10,26.6,1.21,0.911,325.8
2022-11-28,2022,Qingdao,China,Asia,24,7,26.7,1.21,0.969,313.4
2022-12-05,2022,Qingdao,China,Asia,24,14,27.4,1.24,0.944,324.3
2022-12-12,2022,Qingdao,China,Asia,24,19,43.6,1.98,0.99,521.7
2022-12-19,2022,Qingdao,China,Asia,24,8,33.3,1.51,0.99,401.3
2022-12-26,2022,Qingdao,China,Asia,24,18,19.0,0.86,0.732,221.5
2023-01-02,2023,Qingdao,China,Asia,24,12,22.4,1.02,0.738,280.1
2023-01-09,2023,Qingdao,China,Asia,24,23,26.4,1.2,0.904,316.1
2023-01-16,2023,Qingdao,China,Asia,24,17,40.8,1.85,0.99,497.9
2023-01-23,2023,Qingdao,China,Asia,24,4,25.8,1.17,0.858,314.8
2023-01-30,2023,Qingdao,China,Asia,24,25,32.7,1.49,0.99,381.3
2023-02-06,2023,Qingdao,China,Asia,24,20,16.5,0.75,0.606,199.0
2023-02-13,2023,Qingdao,China,Asia,24,4,31.8,1.45,0.99,396.0
2023-02-20,2023,Qingdao,China,Asia,24,10,35.0,1.59,0.99,416.0
2023-02-27,2023,Qingdao,China,Asia,24,27,27.4,1.25,0.966,319.8
2023-03-06,2023,Qingdao,China,Asia,24,16,29.3,1.33,0.986,354.4
2023-03-13,2023,Qingdao,China,Asia,24,21,40.2,1.83,0.99,477.9
2023-03-20,2023,Qingdao,China,Asia,24,9,19.6,0.89,0.708,228.2
2023-03-27,2023,Qingdao,China,Asia,24,33,48.2,2.19,0.99,564.6
2023-04-03,2023,Qingdao,China,Asia,24,20,23.2,1.06,0.859,291.6
2023-04-10,2023,Qingdao,China,Asia,24,13,29.8,1.35,0.99,360.1
2023-04-17,2023,Qingdao,China,Asia,24,12,28.3,1.29,0.99,338.3
2023-04-24,2023,Qingdao,China,Asia,24,4,41.4,1.88,0.99,494.1
2023-05-01,2023,Qingdao,China,Asia,24,25,35.4,1.61,0.99,431.8
2023-05-08,2023,Qingdao,China,Asia,24,11,36.9,1.68,0.99,443.4
2023-05-15,2023,Qingdao,China,Asia,24,24,28.9,1.31,0.99,345.7
2023-05-22,2023,Qingdao,China,Asia,24,0,34.6,1.57,0.99,417.0
2023-05-29,2023,Qingdao,China,Asia,24,21,39.2,1.78,0.99,477.9
2023-06-05,2023,Qingdao,China,Asia,24,12,26.3,1.19,0.948,311.8
2023-06-12,2023,Qingdao,China,Asia,24,9,43.5,1.98,0.99,528.5
2023-06-19,2023,Qingdao,China,Asia,24,10,27.5,1.25,0.97,336.0
2023-06-26,2023,Qingdao,China,Asia,24,6,26.2,1.19,0.975,317.7
2023-07-03,2023,Qingdao,China,Asia,24,26,38.2,1.74,0.99,467.4
2023-07-10,2023,Qingdao,China,Asia,24,15,24.8,1.13,0.856,293.7
2023-07-17,2023,Qingdao,China,Asia,24,8,20.9,0.95,0.761,249.8
2023-07-24,2023,Qingdao,China,Asia,24,2,22.6,1.03,0.884,273.3
2023-07-31,2023,Qingdao,China,Asia,24,14,24.2,1.1,0.944,295.0
2023-08-07,2023,Qingdao,China,Asia,24,17,14.8,0.67,0.451,175.9
2023-08-14,2023,Qingdao,China,Asia,24,7,22.4,1.02,0.804,251.9
2023-08-21,2023,Qingdao,China,Asia,24,22,29.0,1.32,0.99,337.3
2023-08-28,2023,Qingdao,China,Asia,24,11,28.7,1.3,0.99,334.7
2023-09-04,2023,Qingdao,China,Asia,24,21,33.8,1.54,0.99,398.3
2023-09-11,2023,Qingdao,China,Asia,24,7,30.7,1.4,0.99,380.5
2023-09-18,2023,Qingdao,China,Asia,24,5,29.3,1.33,0.99,349.7
2023-09-25,2023,Qingdao,China,Asia,24,17,28.6,1.3,0.99,343.5
2023-10-02,2023,Qingdao,China,Asia,24,29,29.2,1.33,0.99,357.7
2023-10-09,2023,Qingdao,China,Asia,24,7,30.7,1.39,0.99,369.4
2023-10-16,2023,Qingdao,China,Asia,24,11,25.7,1.17,0.873,316.9
2023-10-23,2023,Qingdao,China,Asia,24,19,35.2,1.6,0.99,417.3
2023-10-30,2023,Qingdao,China,Asia,24,2,17.4,0.79,0.588,202.1
2023-11-06,2023,Qingdao,China,Asia,24,22,31.9,1.45,0.99,394.4
2023-11-13,2023,Qingdao,China,Asia,24,11,24.4,1.11,0.864,301.8
2023-11-20,2023,Qingdao,China,Asia,24,16,30.5,1.39,0.99,358.7
2023-11-27,2023,Qingdao,China,Asia,24,0,39.1,1.78,0.99,472.7
2023-12-04,2023,Qingdao,China,Asia,24,7,24.6,1.12,0.949,306.9
2023-12-11,2023,Qingdao,China,Asia,24,15,28.8,1.31,0.99,347.0
2023-12-18,2023,Qingdao,China,Asia,24,12,25.1,1.14,0.962,300.3
2023-12-25,2023,Qingdao,China,Asia,24,3,22.9,1.04,0.815,268.1
2024-01-01,2024,Qingdao,China,Asia,24,3,31.6,1.44,0.99,370.5
2024-01-08,2024,Qingdao,China,Asia,24,12,30.0,1.37,0.99,361.9
2024-01-15,2024,Qingdao,China,Asia,24,30,48.3,2.2,0.99,577.9
2024-01-22,2024,Qingdao,China,Asia,24,26,32.4,1.47,0.99,392.8
2024-01-29,2024,Qingdao,China,Asia,24,12,27.4,1.24,0.99,339.1
2024-02-05,2024,Qingdao,China,Asia,24,8,25.6,1.16,0.872,313.9
2024-02-12,2024,Qingdao,China,Asia,24,16,23.5,1.07,0.856,278.1
2024-02-19,2024,Qingdao,China,Asia,24,5,43.9,2.0,0.99,529.4
2024-02-26,2024,Qingdao,China,Asia,24,15,17.7,0.8,0.666,208.8
2024-03-04,2024,Qingdao,China,Asia,24,2,23.3,1.06,0.924,272.6
2024-03-11,2024,Qingdao,China,Asia,24,12,21.7,0.98,0.702,252.0
2024-03-18,2024,Qingdao,China,Asia,24,23,38.1,1.73,0.99,457.2
2024-03-25,2024,Qingdao,China,Asia,24,12,26.6,1.21,0.912,314.4
2024-04-01,2024,Qingdao,China,Asia,24,8,25.5,1.16,0.946,312.1
2024-04-08,2024,Qingdao,China,Asia,24,4,23.5,1.07,0.828,299.5
2024-04-15,2024,Qingdao,China,Asia,24,10,23.0,1.04,0.818,274.8
2024-04-22,2024,Qingdao,China,Asia,24,20,26.5,1.2,0.957,324.6
2024-04-29,2024,Qingdao,China,Asia,24,24,34.4,1.56,0.99,423.6
2024-05-06,2024,Qingdao,China,Asia,24,42,53.1,2.41,0.99,644.0
2024-05-13,2024,Qingdao,China,Asia,24,34,35.5,1.61,0.99,430.1
2024-05-20,2024,Qingdao,China,Asia,24,15,25.0,1.14,0.879,304.4
2024-05-27,2024,Qingdao,China,Asia,24,14,20.9,0.95,0.748,251.7
2024-06-03,2024,Qingdao,China,Asia,24,19,48.4,2.2,0.99,581.1
2024-06-10,2024,Qingdao,China,Asia,24,32,31.2,1.42,0.99,369.9
2024-06-17,2024,Qingdao,China,Asia,24,20,47.4,2.15,0.99,563.0
2024-06-24,2024,Qingdao,China,Asia,24,1,21.7,0.99,0.756,260.4
2024-07-01,2024,Qingdao,China,Asia,24,26,39.9,1.81,0.99,471.6
2024-07-08,2024,Qingdao,China,Asia,24,31,37.1,1.68,0.99,448.0
2024-07-15,2024,Qingdao,China,Asia,24,16,21.6,0.98,0.839,262.3
2024-07-22,2024,Qingdao,China,Asia,24,11,25.6,1.16,0.891,304.3
2024-07-29,2024,Qingdao,China,Asia,24,19,34.9,1.59,0.99,422.0
2024-08-05,2024,Qingdao,China,Asia,24,8,23.9,1.09,0.826,285.6
2024-08-12,2024,Qingdao,China,Asia,24,45,46.5,2.11,0.99,559.1
2024-08-19,2024,Qingdao,China,Asia,24,11,21.1,0.96,0.718,266.6
2024-08-26,2024,Qingdao,China,Asia,24,11,19.9,0.9,0.67,238.4
2024-09-02,2024,Qingdao,China,Asia,24,26,35.1,1.59,0.99,427.0
2024-09-09,2024,Qingdao,China,Asia,24,14,25.2,1.14,0.932,304.6
2024-09-16,2024,Qingdao,China,Asia,24,11,26.0,1.18,0.963,303.5
2024-09-23,2024,Qingdao,China,Asia,24,15,23.5,1.07,0.814,269.8
2024-09-30,2024,Qingdao,China,Asia,24,9,41.6,1.89,0.99,494.6
2024-10-07,2024,Qingdao,China,Asia,24,7,27.6,1.25,0.99,331.7
2024-10-14,2024,Qingdao,China,Asia,24,13,38.0,1.73,0.99,440.5
2024-10-21,2024,Qingdao,China,Asia,24,18,20.0,0.91,0.727,242.5
2024-10-28,2024,Qingdao,China,Asia,24,21,33.1,1.5,0.99,389.2
2024-11-04,2024,Qingdao,China,Asia,24,24,36.4,1.66,0.99,451.4
2024-11-11,2024,Qingdao,China,Asia,24,6,32.3,1.47,0.99,378.9
2024-11-18,2024,Qingdao,China,Asia,24,14,32.3,1.47,0.99,393.9
2024-11-25,2024,Qingdao,China,Asia,24,19,31.6,1.43,0.99,377.4
2024-12-02,2024,Qingdao,China,Asia,24,11,24.5,1.11,0.864,308.8
2024-12-09,2024,Qingdao,China,Asia,24,0,27.8,1.27,0.99,337.6
2024-12-16,2024,Qingdao,China,Asia,24,11,28.7,1.31,0.981,360.4
2024-12-23,2024,Qingdao,China,Asia,24,1,30.1,1.37,0.99,370.7
2024-12-30,2024,Qingdao,China,Asia,24,8,30.9,1.4,0.99,363.2
2019-01-07,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,8,17.6,1.26,0.913,214.1
2019-01-14,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,5,14.3,1.02,0.756,163.1
2019-01-21,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,9,16.5,1.18,0.937,199.7
2019-01-28,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,5,14.7,1.05,0.811,185.8
2019-02-04,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,3,17.3,1.24,0.956,214.4
2019-02-11,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,17,18.6,1.33,0.99,233.0
2019-02-18,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,10,14.1,1.01,0.818,159.4
2019-02-25,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,11,15.2,1.09,0.846,180.5
2019-03-04,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,7,11.1,0.79,0.625,125.3
2019-03-11,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,7,13.3,0.95,0.72,160.0
2019-03-18,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,9,10.8,0.77,0.601,120.4
2019-03-25,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,7,9.7,0.69,0.562,117.9
2019-04-01,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,11,15.9,1.14,0.896,189.2
2019-04-08,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,7,13.2,0.94,0.789,157.0
2019-04-15,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,10,17.5,1.25,0.989,228.9
2019-04-22,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,16,17.9,1.28,0.968,232.8
2019-04-29,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,6,13.8,0.99,0.684,168.6
2019-05-06,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,7,11.9,0.85,0.617,157.2
2019-05-13,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,16,15.2,1.09,0.806,194.9
2019-05-20,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,5,10.7,0.76,0.57,124.6
2019-05-27,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,3,13.0,0.93,0.671,151.9
2019-06-03,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,11,14.2,1.02,0.806,180.3
2019-06-10,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,4,11.2,0.8,0.653,137.3
2019-06-17,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,9,12.3,0.88,0.664,141.4
2019-06-24,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,7,15.1,1.08,0.818,176.3
2019-07-01,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,4,11.9,0.85,0.708,145.0
2019-07-08,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,10,16.2,1.15,0.876,180.8
2019-07-15,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,4,12.2,0.87,0.649,154.0
2019-07-22,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,17,16.2,1.16,0.872,207.1
2019-07-29,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,7,17.8,1.27,0.99,223.2
2019-08-05,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,6,13.9,0.99,0.748,147.6
2019-08-12,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,4,14.1,1.01,0.745,173.2
2019-08-19,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,7,11.3,0.8,0.647,131.9
2019-08-26,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,2,13.9,0.99,0.803,167.9
2019-09-02,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,9,14.6,1.04,0.786,162.6
2019-09-09,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,10,16.2,1.15,0.879,197.2
2019-09-16,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,13,16.9,1.21,0.919,191.0
2019-09-23,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,4,11.5,0.82,0.699,132.1
2019-09-30,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,4,12.8,0.91,0.692,153.5
2019-10-07,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,8,11.6,0.83,0.638,158.5
2019-10-14,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,10,11.7,0.84,0.71,137.6
2019-10-21,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,3,13.2,0.94,0.699,158.3
2019-10-28,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,1,14.0,1.0,0.874,166.4
2019-11-04,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,4,14.1,1.01,0.777,166.8
2019-11-11,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,6,14.0,1.0,0.812,169.7
2019-11-18,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,7,15.6,1.11,0.876,184.8
2019-11-25,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,9,16.3,1.16,0.9,193.8
2019-12-02,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,6,13.8,0.98,0.765,160.8
2019-12-09,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,11,15.7,1.12,0.946,183.6
2019-12-16,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,0,15.5,1.11,0.895,174.0
2019-12-23,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,7,12.1,0.86,0.648,138.9
2019-12-30,2019,Dubai (Jebel Ali),UAE,MiddleEast,15,8,13.0,0.93,0.688,155.8
2020-01-06,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,9,13.2,0.94,0.771,144.0
2020-01-13,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,5,16.4,1.17,0.922,189.0
2020-01-20,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,16,14.8,1.06,0.83,173.9
2020-01-27,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,1,13.5,0.97,0.811,164.8
2020-02-03,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,2,12.0,0.85,0.667,151.0
2020-02-10,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,9,11.8,0.84,0.653,133.9
2020-02-17,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,12,13.1,0.93,0.672,150.8
2020-02-24,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,8,16.2,1.15,0.868,201.5
2020-03-02,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,9,16.3,1.16,0.883,191.9
2020-03-09,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,2,14.6,1.04,0.867,188.9
2020-03-16,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,7,13.5,0.97,0.8,177.8
2020-03-23,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,1,17.7,1.26,0.973,216.2
2020-03-30,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,12,13.0,0.93,0.789,149.5
2020-04-06,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,9,29.7,2.12,0.99,354.3
2020-04-13,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,11,41.5,2.96,0.99,485.0
2020-04-20,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,7,22.9,1.63,0.99,266.0
2020-04-27,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,5,21.7,1.55,0.99,255.6
2020-05-04,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,17,26.0,1.86,0.99,309.7
2020-05-11,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,18,26.5,1.89,0.99,325.9
2020-05-18,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,10,22.1,1.58,0.99,254.8
2020-05-25,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,28,30.5,2.18,0.99,365.4
2020-06-01,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,2,21.0,1.5,0.99,248.6
2020-06-08,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,12,27.6,1.97,0.99,326.0
2020-06-15,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,5,36.2,2.59,0.99,437.0
2020-06-22,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,14,24.6,1.76,0.99,302.8
2020-06-29,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,17,34.8,2.48,0.99,414.6
2020-07-06,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,21,25.9,1.85,0.99,305.1
2020-07-13,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,22,30.1,2.15,0.99,366.1
2020-07-20,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,14,39.4,2.81,0.99,472.5
2020-07-27,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,5,21.6,1.54,0.99,267.0
2020-08-03,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,28,41.6,2.97,0.99,502.2
2020-08-10,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,20,33.9,2.42,0.99,395.1
2020-08-17,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,5,24.6,1.76,0.99,308.2
2020-08-24,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,14,16.3,1.16,0.909,203.2
2020-08-31,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,31,36.3,2.59,0.99,424.3
2020-09-07,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,18,30.2,2.16,0.99,367.5
2020-09-14,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,10,30.5,2.18,0.99,363.5
2020-09-21,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,0,33.1,2.37,0.99,381.6
2020-09-28,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,20,25.9,1.85,0.99,316.3
2020-10-05,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,63,73.2,5.23,0.99,885.7
2020-10-12,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,2,20.7,1.48,0.99,251.1
2020-10-19,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,15,43.3,3.09,0.99,520.5
2020-10-26,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,14,30.0,2.14,0.99,361.7
2020-11-02,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,12,33.0,2.36,0.99,404.6
2020-11-09,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,9,38.2,2.73,0.99,450.8
2020-11-16,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,8,32.1,2.29,0.99,391.1
2020-11-23,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,33,44.0,3.15,0.99,525.0
2020-11-30,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,24,52.5,3.75,0.99,638.5
2020-12-07,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,28,32.5,2.32,0.99,390.2
2020-12-14,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,5,49.2,3.52,0.99,583.9
2020-12-21,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,11,16.1,1.15,0.876,200.8
2020-12-28,2020,Dubai (Jebel Ali),UAE,MiddleEast,15,22,35.0,2.5,0.99,414.1
2021-01-04,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,47,65.0,4.65,0.99,774.8
2021-01-11,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,21,38.8,2.77,0.99,465.5
2021-01-18,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,22,57.0,4.07,0.99,688.8
2021-01-25,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,94,137.7,8.0,0.99,1646.0
2021-02-01,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,16,33.1,2.36,0.99,402.5
2021-02-08,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,0,101.9,7.28,0.99,1225.0
2021-02-15,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,23,33.8,2.42,0.99,409.1
2021-02-22,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,56,93.6,6.68,0.99,1121.7
2021-03-01,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,21,32.9,2.35,0.99,384.3
2021-03-08,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,13,48.0,3.43,0.99,578.9
2021-03-15,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,34,52.6,3.75,0.99,639.5
2021-03-22,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,33,40.1,2.87,0.99,493.8
2021-03-29,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,18,58.9,4.21,0.99,698.0
2021-04-05,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,44,63.0,4.5,0.99,752.6
2021-04-12,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,29,61.8,4.41,0.99,747.2
2021-04-19,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,38,72.5,5.18,0.99,875.5
2021-04-26,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,23,79.9,5.71,0.99,961.3
2021-05-03,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,29,52.7,3.77,0.99,641.4
2021-05-10,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,34,41.3,2.95,0.99,491.4
2021-05-17,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,12,50.6,3.62,0.99,612.9
2021-05-24,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,13,138.6,8.0,0.99,1668.9
2021-05-31,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,43,61.6,4.4,0.99,734.7
2021-06-07,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,0,57.3,4.09,0.99,695.5
2021-06-14,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,86,101.1,7.22,0.99,1194.8
2021-06-21,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,40,48.7,3.48,0.99,594.9
2021-06-28,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,9,57.1,4.08,0.99,685.1
2021-07-05,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,65,117.4,8.0,0.99,1409.0
2021-07-12,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,48,73.6,5.26,0.99,875.1
2021-07-19,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,9,108.6,7.75,0.99,1287.4
2021-07-26,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,36,49.7,3.55,0.99,585.4
2021-08-02,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,38,74.4,5.32,0.99,888.0
2021-08-09,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,21,61.9,4.42,0.99,740.7
2021-08-16,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,19,54.0,3.86,0.99,635.3
2021-08-23,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,31,72.4,5.17,0.99,862.8
2021-08-30,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,20,71.2,5.09,0.99,868.5
2021-09-06,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,9,67.2,4.8,0.99,803.8
2021-09-13,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,29,54.5,3.89,0.99,667.8
2021-09-20,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,13,62.7,4.48,0.99,761.9
2021-09-27,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,30,68.9,4.92,0.99,824.6
2021-10-04,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,17,27.6,1.97,0.99,342.4
2021-10-11,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,26,46.8,3.35,0.99,562.8
2021-10-18,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,33,65.7,4.69,0.99,794.2
2021-10-25,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,31,102.2,7.3,0.99,1223.3
2021-11-01,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,4,50.0,3.57,0.99,604.3
2021-11-08,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,29,59.0,4.21,0.99,718.9
2021-11-15,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,10,53.0,3.79,0.99,651.6
2021-11-22,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,26,39.4,2.82,0.99,454.3
2021-11-29,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,48,73.9,5.28,0.99,882.0
2021-12-06,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,20,49.5,3.54,0.99,590.6
2021-12-13,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,43,54.7,3.9,0.99,642.0
2021-12-20,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,45,101.7,7.26,0.99,1219.2
2021-12-27,2021,Dubai (Jebel Ali),UAE,MiddleEast,15,25,68.2,4.87,0.99,811.0
2022-01-03,2022,Dubai (Jebel Ali),UAE,MiddleEast,15,0,42.5,3.03,0.99,508.1
