year,exporter,importer,trade_category,key_goods,trade_value_bn_usd,yoy_growth_pct,effective_tariff_rate_pct,trade_active,supply_chain_integrated,concentration_risk
2023,Mexico,Canada,integrated,"vehicles,energy,machinery",90.53,5.13,2.5,1,1,0.598
2024,Mexico,Canada,integrated,"vehicles,energy,machinery",85.0,-6.11,2.5,1,1,0.39
2000,Mexico,USA,manufacturing,"vehicles,electronics,food",266.5,,2.5,1,1,0.132
2001,Mexico,USA,manufacturing,"vehicles,electronics,food",295.98,11.06,2.5,1,1,0.408
2002,Mexico,USA,manufacturing,"vehicles,electronics,food",310.53,4.92,2.5,1,1,0.343
2003,Mexico,USA,manufacturing,"vehicles,electronics,food",300.99,-3.07,2.5,1,1,0.305
2004,Mexico,USA,manufacturing,"vehicles,electronics,food",337.28,12.06,2.5,1,1,0.284
2005,Mexico,USA,manufacturing,"vehicles,electronics,food",330.96,-1.87,2.5,1,1,0.42
2006,Mexico,USA,manufacturing,"vehicles,electronics,food",388.45,17.37,2.5,1,1,0.255
2007,Mexico,USA,manufacturing,"vehicles,electronics,food",391.07,0.67,2.5,1,1,0.29
2008,Mexico,USA,manufacturing,"vehicles,electronics,food",405.7,3.74,2.5,1,1,0.409
2009,Mexico,USA,manufacturing,"vehicles,electronics,food",371.66,-8.39,2.5,1,1,0.479
2010,Mexico,USA,manufacturing,"vehicles,electronics,food",431.5,16.1,2.5,1,1,0.329
2011,Mexico,USA,manufacturing,"vehicles,electronics,food",463.49,7.41,2.5,1,1,0.536
2012,Mexico,USA,manufacturing,"vehicles,electronics,food",402.94,-13.06,2.5,1,1,0.365
2013,Mexico,USA,manufacturing,"vehicles,electronics,food",382.1,-5.17,2.5,1,1,0.353
2014,Mexico,USA,manufacturing,"vehicles,electronics,food",442.33,15.76,2.5,1,1,0.684
2015,Mexico,USA,manufacturing,"vehicles,electronics,food",411.69,-6.93,2.5,1,1,0.39
2016,Mexico,USA,manufacturing,"vehicles,electronics,food",423.83,2.95,2.5,1,1,0.588
2017,Mexico,USA,manufacturing,"vehicles,electronics,food",397.74,-6.16,2.5,1,1,0.669
2018,Mexico,USA,manufacturing,"vehicles,electronics,food",408.47,2.7,2.5,1,1,0.21
2019,Mexico,USA,manufacturing,"vehicles,electronics,food",408.5,0.01,2.5,1,1,0.253
2020,Mexico,USA,manufacturing,"vehicles,electronics,food",387.03,-5.26,2.5,1,1,0.152
2021,Mexico,USA,manufacturing,"vehicles,electronics,food",449.32,16.09,2.5,1,1,0.43
2022,Mexico,USA,manufacturing,"vehicles,electronics,food",530.97,18.17,2.5,1,1,0.432
2023,Mexico,USA,manufacturing,"vehicles,electronics,food",529.67,-0.24,2.5,1,1,0.277
2024,Mexico,USA,manufacturing,"vehicles,electronics,food",508.35,-4.03,2.5,1,1,0.1
2000,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",25.26,,2.5,1,1,0.1
2001,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",27.21,7.72,2.5,1,1,0.19
2002,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",30.19,10.95,2.5,1,1,0.333
2003,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",31.28,3.61,2.5,1,1,0.236
2004,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",33.02,5.56,2.5,1,1,0.18
2005,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",34.34,4.0,2.5,1,1,0.45
2006,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",35.66,3.84,2.5,1,1,0.403
2007,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",35.1,-1.57,2.5,1,1,0.103
2008,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",40.42,15.16,2.5,1,1,0.476
2009,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",34.77,-13.98,2.5,1,1,0.607
2010,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",37.65,8.28,2.5,1,1,0.268
2011,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",40.12,6.56,2.5,1,1,0.406
2012,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",38.97,-2.87,2.5,1,1,0.223
2013,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",40.89,4.93,2.5,1,1,0.366
2014,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",39.35,-3.77,2.5,1,1,0.41
2015,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",39.67,0.81,2.5,1,1,0.333
2016,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",39.61,-0.15,2.5,1,1,0.251
2017,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",38.45,-2.93,2.5,1,1,0.287
2018,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",39.94,3.88,2.5,1,1,0.125
2019,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",41.43,3.73,2.5,1,1,0.352
2020,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",35.17,-15.11,2.5,1,1,0.544
2021,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",43.15,22.69,2.5,1,1,0.19
2022,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",45.88,6.33,2.5,1,1,0.513
2023,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",41.54,-9.46,2.5,1,1,0.311
2024,Morocco,EU,manufacturing,"vehicles,textiles,phosphates",42.3,1.83,2.5,1,1,0.123
2000,Netherlands,China,trade_hub,"electronics,machinery",12.1,,2.5,1,0,0.404
2001,Netherlands,China,trade_hub,"electronics,machinery",12.68,4.79,2.5,1,0,0.402
2002,Netherlands,China,trade_hub,"electronics,machinery",13.03,2.76,2.5,1,0,0.477
2003,Netherlands,China,trade_hub,"electronics,machinery",13.6,4.37,2.5,1,0,0.242
2004,Netherlands,China,trade_hub,"electronics,machinery",13.63,0.22,2.5,1,0,0.321
2005,Netherlands,China,trade_hub,"electronics,machinery",16.11,18.2,2.5,1,0,0.295
2006,Netherlands,China,trade_hub,"electronics,machinery",15.22,-5.52,2.5,1,0,0.384
2007,Netherlands,China,trade_hub,"electronics,machinery",16.45,8.08,2.5,1,0,0.536
2008,Netherlands,China,trade_hub,"electronics,machinery",18.51,12.52,2.5,1,0,0.197
2009,Netherlands,China,trade_hub,"electronics,machinery",15.49,-16.32,2.5,1,0,0.259
2010,Netherlands,China,trade_hub,"electronics,machinery",16.93,9.3,2.5,1,0,0.343
2011,Netherlands,China,trade_hub,"electronics,machinery",18.32,8.21,2.5,1,0,0.34
2012,Netherlands,China,trade_hub,"electronics,machinery",17.37,-5.19,2.5,1,0,0.1
2013,Netherlands,China,trade_hub,"electronics,machinery",17.26,-0.63,2.5,1,0,0.416
2014,Netherlands,China,trade_hub,"electronics,machinery",16.8,-2.67,2.5,1,0,0.504
2015,Netherlands,China,trade_hub,"electronics,machinery",17.32,3.1,2.5,1,0,0.373
2016,Netherlands,China,trade_hub,"electronics,machinery",17.45,0.75,2.5,1,0,0.209
2017,Netherlands,China,trade_hub,"electronics,machinery",18.04,3.38,2.5,1,0,0.278
2018,Netherlands,China,trade_hub,"electronics,machinery",17.15,-4.93,2.5,1,0,0.1
2019,Netherlands,China,trade_hub,"electronics,machinery",18.68,8.92,2.5,1,0,0.351
2020,Netherlands,China,trade_hub,"electronics,machinery",17.05,-8.73,2.5,1,0,0.424
2021,Netherlands,China,trade_hub,"electronics,machinery",20.01,17.36,2.5,1,0,0.282
2022,Netherlands,China,trade_hub,"electronics,machinery",18.12,-9.45,2.5,1,0,0.442
2023,Netherlands,China,trade_hub,"electronics,machinery",19.25,6.24,2.5,1,0,0.294
2024,Netherlands,China,trade_hub,"electronics,machinery",19.73,2.49,2.5,1,0,0.387
2000,Nigeria,China,commodities,"crude oil,minerals",48.8,,2.5,1,0,0.599
2001,Nigeria,China,commodities,"crude oil,minerals",50.92,4.34,2.5,1,0,0.355
2002,Nigeria,China,commodities,"crude oil,minerals",55.55,9.09,2.5,1,0,0.498
2003,Nigeria,China,commodities,"crude oil,minerals",55.62,0.13,2.5,1,0,0.157
2004,Nigeria,China,commodities,"crude oil,minerals",64.26,15.53,2.5,1,0,0.36
2005,Nigeria,China,commodities,"crude oil,minerals",65.91,2.57,2.5,1,0,0.453
2006,Nigeria,China,commodities,"crude oil,minerals",69.82,5.93,2.5,1,0,0.305
2007,Nigeria,China,commodities,"crude oil,minerals",68.55,-1.82,2.5,1,0,0.11
2008,Nigeria,China,commodities,"crude oil,minerals",70.99,3.56,2.5,1,0,0.357
2009,Nigeria,China,commodities,"crude oil,minerals",63.21,-10.96,2.5,1,0,0.213
2010,Nigeria,China,commodities,"crude oil,minerals",74.02,17.1,2.5,1,0,0.511
2011,Nigeria,China,commodities,"crude oil,minerals",73.71,-0.42,2.5,1,0,0.214
2012,Nigeria,China,commodities,"crude oil,minerals",77.73,5.45,2.5,1,0,0.257
2013,Nigeria,China,commodities,"crude oil,minerals",78.38,0.84,2.5,1,0,0.318
2014,Nigeria,China,commodities,"crude oil,minerals",74.18,-5.36,2.5,1,0,0.537
2015,Nigeria,China,commodities,"crude oil,minerals",69.99,-5.65,2.5,1,0,0.224
2016,Nigeria,China,commodities,"crude oil,minerals",72.91,4.17,2.5,1,0,0.333
2017,Nigeria,China,commodities,"crude oil,minerals",82.11,12.62,2.5,1,0,0.243
2018,Nigeria,China,commodities,"crude oil,minerals",70.12,-14.6,2.5,1,0,0.238
2019,Nigeria,China,commodities,"crude oil,minerals",74.56,6.33,2.5,1,0,0.409
2020,Nigeria,China,commodities,"crude oil,minerals",66.07,-11.39,2.5,1,0,0.353
2021,Nigeria,China,commodities,"crude oil,minerals",86.24,30.53,2.5,1,0,0.354
2022,Nigeria,China,commodities,"crude oil,minerals",80.81,-6.3,2.5,1,0,0.577
2023,Nigeria,China,commodities,"crude oil,minerals",77.59,-3.98,2.5,1,0,0.258
2024,Nigeria,China,commodities,"crude oil,minerals",78.3,0.92,2.5,1,0,0.287
2000,Pakistan,EU,textiles,"garments,textiles",33.03,,2.5,1,0,0.26
2001,Pakistan,EU,textiles,"garments,textiles",35.09,6.24,2.5,1,0,0.418
2002,Pakistan,EU,textiles,"garments,textiles",35.28,0.54,2.5,1,0,0.534
2003,Pakistan,EU,textiles,"garments,textiles",35.17,-0.31,2.5,1,0,0.295
2004,Pakistan,EU,textiles,"garments,textiles",37.85,7.62,2.5,1,0,0.393
2005,Pakistan,EU,textiles,"garments,textiles",42.82,13.13,2.5,1,0,0.232
2006,Pakistan,EU,textiles,"garments,textiles",48.94,14.29,2.5,1,0,0.27
2007,Pakistan,EU,textiles,"garments,textiles",45.68,-6.66,2.5,1,0,0.35
2008,Pakistan,EU,textiles,"garments,textiles",47.37,3.7,2.5,1,0,0.255
2009,Pakistan,EU,textiles,"garments,textiles",43.42,-8.34,2.5,1,0,0.248
2010,Pakistan,EU,textiles,"garments,textiles",44.05,1.45,2.5,1,0,0.215
2011,Pakistan,EU,textiles,"garments,textiles",50.09,13.71,2.5,1,0,0.5
2012,Pakistan,EU,textiles,"garments,textiles",43.63,-12.9,2.5,1,0,0.448
2013,Pakistan,EU,textiles,"garments,textiles",43.68,0.11,2.5,1,0,0.347
2014,Pakistan,EU,textiles,"garments,textiles",45.05,3.14,2.5,1,0,0.457
2015,Pakistan,EU,textiles,"garments,textiles",48.34,7.3,2.5,1,0,0.468
2016,Pakistan,EU,textiles,"garments,textiles",46.72,-3.35,2.5,1,0,0.327
2017,Pakistan,EU,textiles,"garments,textiles",44.53,-4.69,2.5,1,0,0.226
2018,Pakistan,EU,textiles,"garments,textiles",49.11,10.29,2.5,1,0,0.394
2019,Pakistan,EU,textiles,"garments,textiles",47.48,-3.32,2.5,1,0,0.501
2020,Pakistan,EU,textiles,"garments,textiles",41.29,-13.04,2.5,1,0,0.436
2021,Pakistan,EU,textiles,"garments,textiles",48.71,17.97,2.5,1,0,0.527
2022,Pakistan,EU,textiles,"garments,textiles",52.19,7.14,2.5,1,0,0.466
2023,Pakistan,EU,textiles,"garments,textiles",49.65,-4.87,2.5,1,0,0.612
2024,Pakistan,EU,textiles,"garments,textiles",55.31,11.4,2.5,1,0,0.402
2000,Peru,China,commodities,"copper,zinc,gold",5.17,,2.5,1,0,0.267
2001,Peru,China,commodities,"copper,zinc,gold",5.34,3.29,2.5,1,0,0.471
2002,Peru,China,commodities,"copper,zinc,gold",5.2,-2.62,2.5,1,0,0.414
2003,Peru,China,commodities,"copper,zinc,gold",5.87,12.88,2.5,1,0,0.576
2004,Peru,China,commodities,"copper,zinc,gold",6.21,5.79,2.5,1,0,0.301
2005,Peru,China,commodities,"copper,zinc,gold",6.31,1.61,2.5,1,0,0.593
2006,Peru,China,commodities,"copper,zinc,gold",6.61,4.75,2.5,1,0,0.42
2007,Peru,China,commodities,"copper,zinc,gold",6.97,5.45,2.5,1,0,0.48
2008,Peru,China,commodities,"copper,zinc,gold",7.73,10.9,2.5,1,0,0.347
2009,Peru,China,commodities,"copper,zinc,gold",6.4,-17.21,2.5,1,0,0.298
2010,Peru,China,commodities,"copper,zinc,gold",6.89,7.66,2.5,1,0,0.362
2011,Peru,China,commodities,"copper,zinc,gold",7.41,7.55,2.5,1,0,0.252
2012,Peru,China,commodities,"copper,zinc,gold",6.86,-7.42,2.5,1,0,0.375
2013,Peru,China,commodities,"copper,zinc,gold",7.49,9.18,2.5,1,0,0.397
2014,Peru,China,commodities,"copper,zinc,gold",7.1,-5.21,2.5,1,0,0.398
2015,Peru,China,commodities,"copper,zinc,gold",7.33,3.24,2.5,1,0,0.454
2016,Peru,China,commodities,"copper,zinc,gold",7.1,-3.14,2.5,1,0,0.488
2017,Peru,China,commodities,"copper,zinc,gold",7.85,10.56,2.5,1,0,0.364
2018,Peru,China,commodities,"copper,zinc,gold",7.51,-4.33,2.5,1,0,0.444
2019,Peru,China,commodities,"copper,zinc,gold",7.09,-5.59,2.5,1,0,0.292
2020,Peru,China,commodities,"copper,zinc,gold",6.85,-3.39,2.5,1,0,0.593
2021,Peru,China,commodities,"copper,zinc,gold",7.61,11.09,2.5,1,0,0.547
2022,Peru,China,commodities,"copper,zinc,gold",7.92,4.07,2.5,1,0,0.346
2023,Peru,China,commodities,"copper,zinc,gold",8.38,5.81,2.5,1,0,0.593
2024,Peru,China,commodities,"copper,zinc,gold",8.11,-3.22,2.5,1,0,0.49
2000,Philippines,USA,electronics,"semiconductors,electronics",49.3,,2.5,1,0,0.414
2001,Philippines,USA,electronics,"semiconductors,electronics",59.25,20.18,2.5,1,0,0.344
2002,Philippines,USA,electronics,"semiconductors,electronics",63.12,6.53,2.5,1,0,0.271
2003,Philippines,USA,electronics,"semiconductors,electronics",65.01,2.99,2.5,1,0,0.495
2004,Philippines,USA,electronics,"semiconductors,electronics",64.34,-1.03,2.5,1,0,0.172
2005,Philippines,USA,electronics,"semiconductors,electronics",64.99,1.01,2.5,1,0,0.1
2006,Philippines,USA,electronics,"semiconductors,electronics",72.73,11.91,2.5,1,0,0.407
2007,Philippines,USA,electronics,"semiconductors,electronics",74.81,2.86,2.5,1,0,0.335
2008,Philippines,USA,electronics,"semiconductors,electronics",82.67,10.51,2.5,1,0,0.386
2009,Philippines,USA,electronics,"semiconductors,electronics",67.4,-18.47,2.5,1,0,0.368
2010,Philippines,USA,electronics,"semiconductors,electronics",84.99,26.1,2.5,1,0,0.425
2011,Philippines,USA,electronics,"semiconductors,electronics",77.09,-9.3,2.5,1,0,0.345
2012,Philippines,USA,electronics,"semiconductors,electronics",79.77,3.48,2.5,1,0,0.299
2013,Philippines,USA,electronics,"semiconductors,electronics",76.73,-3.81,2.5,1,0,0.349
2014,Philippines,USA,electronics,"semiconductors,electronics",83.21,8.45,2.5,1,0,0.445
2015,Philippines,USA,electronics,"semiconductors,electronics",77.03,-7.43,2.5,1,0,0.454
2016,Philippines,USA,electronics,"semiconductors,electronics",78.33,1.69,2.5,1,0,0.391
2017,Philippines,USA,electronics,"semiconductors,electronics",79.1,0.98,2.5,1,0,0.1
2018,Philippines,USA,electronics,"semiconductors,electronics",69.32,-12.36,2.5,1,0,0.377
2019,Philippines,USA,electronics,"semiconductors,electronics",75.68,9.17,2.5,1,0,0.153
2020,Philippines,USA,electronics,"semiconductors,electronics",69.71,-7.89,2.5,1,0,0.461
2021,Philippines,USA,electronics,"semiconductors,electronics",85.79,23.07,2.5,1,0,0.443
2022,Philippines,USA,electronics,"semiconductors,electronics",86.12,0.38,2.5,1,0,0.24
2023,Philippines,USA,electronics,"semiconductors,electronics",87.24,1.3,2.5,1,0,0.42
2024,Philippines,USA,electronics,"semiconductors,electronics",84.17,-3.52,2.5,1,0,0.357
2000,Poland,Germany,manufacturing,"vehicles,machinery,electronics",4.92,,2.5,1,1,0.27
2001,Poland,Germany,manufacturing,"vehicles,machinery,electronics",5.19,5.49,2.5,1,1,0.569
2002,Poland,Germany,manufacturing,"vehicles,machinery,electronics",5.65,8.86,2.5,1,1,0.34
2003,Poland,Germany,manufacturing,"vehicles,machinery,electronics",6.08,7.61,2.5,1,1,0.373
2004,Poland,Germany,manufacturing,"vehicles,machinery,electronics",5.69,-6.41,2.5,1,1,0.55
2005,Poland,Germany,manufacturing,"vehicles,machinery,electronics",6.34,11.42,2.5,1,1,0.1
2006,Poland,Germany,manufacturing,"vehicles,machinery,electronics",6.29,-0.79,2.5,1,1,0.485
2007,Poland,Germany,manufacturing,"vehicles,machinery,electronics",6.6,4.93,2.5,1,1,0.512
2008,Poland,Germany,manufacturing,"vehicles,machinery,electronics",7.41,12.27,2.5,1,1,0.436
2009,Poland,Germany,manufacturing,"vehicles,machinery,electronics",6.43,-13.23,2.5,1,1,0.413
2010,Poland,Germany,manufacturing,"vehicles,machinery,electronics",7.48,16.33,2.5,1,1,0.345
2011,Poland,Germany,manufacturing,"vehicles,machinery,electronics",7.08,-5.35,2.5,1,1,0.393
2012,Poland,Germany,manufacturing,"vehicles,machinery,electronics",6.87,-2.97,2.5,1,1,0.462
2013,Poland,Germany,manufacturing,"vehicles,machinery,electronics",7.45,8.44,2.5,1,1,0.406
2014,Poland,Germany,manufacturing,"vehicles,machinery,electronics",6.65,-10.74,2.5,1,1,0.215
2015,Poland,Germany,manufacturing,"vehicles,machinery,electronics",7.24,8.87,2.5,1,1,0.431
2016,Poland,Germany,manufacturing,"vehicles,machinery,electronics",7.11,-1.8,2.5,1,1,0.656
2017,Poland,Germany,manufacturing,"vehicles,machinery,electronics",7.31,2.81,2.5,1,1,0.228
2018,Poland,Germany,manufacturing,"vehicles,machinery,electronics",7.33,0.27,2.5,1,1,0.236
2019,Poland,Germany,manufacturing,"vehicles,machinery,electronics",7.05,-3.82,2.5,1,1,0.471
2020,Poland,Germany,manufacturing,"vehicles,machinery,electronics",6.94,-1.56,2.5,1,1,0.412
2021,Poland,Germany,manufacturing,"vehicles,machinery,electronics",8.4,21.04,2.5,1,1,0.408
2022,Poland,Germany,manufacturing,"vehicles,machinery,electronics",7.64,-9.05,2.5,1,1,0.435
2023,Poland,Germany,manufacturing,"vehicles,machinery,electronics",7.63,-0.13,2.5,1,1,0.293
2024,Poland,Germany,manufacturing,"vehicles,machinery,electronics",7.96,4.33,2.5,1,1,0.332
2000,Russia,EU,energy,"gas,oil,metals",48.34,,2.5,0,0,0.312
2001,Russia,EU,energy,"gas,oil,metals",54.18,12.08,2.5,0,0,0.477
2002,Russia,EU,energy,"gas,oil,metals",57.02,5.24,2.5,0,0,0.164
2003,Russia,EU,energy,"gas,oil,metals",57.45,0.75,2.5,0,0,0.38
2004,Russia,EU,energy,"gas,oil,metals",59.02,2.73,2.5,0,0,0.151
2005,Russia,EU,energy,"gas,oil,metals",60.61,2.69,2.5,0,0,0.53
2006,Russia,EU,energy,"gas,oil,metals",63.89,5.41,2.5,0,0,0.356
2007,Russia,EU,energy,"gas,oil,metals",69.92,9.44,2.5,0,0,0.332
2008,Russia,EU,energy,"gas,oil,metals",72.93,4.3,2.5,0,0,0.445
2009,Russia,EU,energy,"gas,oil,metals",65.1,-10.74,2.5,0,0,0.275
2010,Russia,EU,energy,"gas,oil,metals",74.02,13.7,2.5,0,0,0.197
2011,Russia,EU,energy,"gas,oil,metals",75.29,1.72,2.5,0,0,0.268
2012,Russia,EU,energy,"gas,oil,metals",72.05,-4.3,2.5,0,0,0.412
2013,Russia,EU,energy,"gas,oil,metals",72.68,0.87,2.5,0,0,0.308
2014,Russia,EU,energy,"gas,oil,metals",77.4,6.49,2.5,0,0,0.233
2015,Russia,EU,energy,"gas,oil,metals",75.36,-2.64,2.5,0,0,0.464
2016,Russia,EU,energy,"gas,oil,metals",77.4,2.71,2.5,0,0,0.611
2017,Russia,EU,energy,"gas,oil,metals",72.0,-6.98,2.5,0,0,0.246
2018,Russia,EU,energy,"gas,oil,metals",76.33,6.01,2.5,0,0,0.463
2019,Russia,EU,energy,"gas,oil,metals",71.57,-6.24,2.5,0,0,0.408
2020,Russia,EU,energy,"gas,oil,metals",75.79,5.9,2.5,0,0,0.363
2021,Russia,EU,energy,"gas,oil,metals",82.78,9.22,2.5,0,0,0.539
2022,Russia,EU,energy,"gas,oil,metals",26.46,-68.04,35.0,0,0,0.379
2023,Russia,EU,energy,"gas,oil,metals",83.88,217.01,35.0,0,0,0.255
2024,Russia,EU,energy,"gas,oil,metals",79.86,-4.79,35.0,0,0,0.296
2000,Saudi Arabia,China,energy,"crude oil,petrochemicals",45.01,,2.5,1,0,0.192
2001,Saudi Arabia,China,energy,"crude oil,petrochemicals",45.65,1.42,2.5,1,0,0.336
2002,Saudi Arabia,China,energy,"crude oil,petrochemicals",44.27,-3.02,2.5,1,0,0.62
2003,Saudi Arabia,China,energy,"crude oil,petrochemicals",53.49,20.83,2.5,1,0,0.325
2004,Saudi Arabia,China,energy,"crude oil,petrochemicals",51.97,-2.84,2.5,1,0,0.293
2005,Saudi Arabia,China,energy,"crude oil,petrochemicals",52.94,1.87,2.5,1,0,0.214
2006,Saudi Arabia,China,energy,"crude oil,petrochemicals",53.47,1.0,2.5,1,0,0.571
2007,Saudi Arabia,China,energy,"crude oil,petrochemicals",59.01,10.36,2.5,1,0,0.356
2008,Saudi Arabia,China,energy,"crude oil,petrochemicals",60.07,1.8,2.5,1,0,0.373
2009,Saudi Arabia,China,energy,"crude oil,petrochemicals",51.42,-14.4,2.5,1,0,0.257
2010,Saudi Arabia,China,energy,"crude oil,petrochemicals",59.15,15.03,2.5,1,0,0.505
2011,Saudi Arabia,China,energy,"crude oil,petrochemicals",58.09,-1.79,2.5,1,0,0.208
2012,Saudi Arabia,China,energy,"crude oil,petrochemicals",57.17,-1.58,2.5,1,0,0.243
2013,Saudi Arabia,China,energy,"crude oil,petrochemicals",60.92,6.56,2.5,1,0,0.467
2014,Saudi Arabia,China,energy,"crude oil,petrochemicals",61.5,0.95,2.5,1,0,0.301
2015,Saudi Arabia,China,energy,"crude oil,petrochemicals",62.8,2.11,2.5,1,0,0.297
2016,Saudi Arabia,China,energy,"crude oil,petrochemicals",68.33,8.81,2.5,1,0,0.279
2017,Saudi Arabia,China,energy,"crude oil,petrochemicals",63.09,-7.67,2.5,1,0,0.449
2018,Saudi Arabia,China,energy,"crude oil,petrochemicals",60.53,-4.06,2.5,1,0,0.37
2019,Saudi Arabia,China,energy,"crude oil,petrochemicals",60.82,0.48,2.5,1,0,0.383
2020,Saudi Arabia,China,energy,"crude oil,petrochemicals",57.32,-5.75,2.5,1,0,0.333
2021,Saudi Arabia,China,energy,"crude oil,petrochemicals",63.99,11.64,2.5,1,0,0.574
2022,Saudi Arabia,China,energy,"crude oil,petrochemicals",68.61,7.22,2.5,1,0,0.159
2023,Saudi Arabia,China,energy,"crude oil,petrochemicals",65.9,-3.95,2.5,1,0,0.162
2024,Saudi Arabia,China,energy,"crude oil,petrochemicals",69.09,4.84,2.5,1,0,0.347
2000,Singapore,China,trade_hub,"electronics,chemicals,finance",13.44,,2.5,1,0,0.467
2001,Singapore,China,trade_hub,"electronics,chemicals,finance",14.7,9.38,2.5,1,0,0.48
2002,Singapore,China,trade_hub,"electronics,chemicals,finance",16.04,9.12,2.5,1,0,0.432
2003,Singapore,China,trade_hub,"electronics,chemicals,finance",16.13,0.56,2.5,1,0,0.435
2004,Singapore,China,trade_hub,"electronics,chemicals,finance",17.79,10.29,2.5,1,0,0.423
2005,Singapore,China,trade_hub,"electronics,chemicals,finance",18.01,1.24,2.5,1,0,0.435
2006,Singapore,China,trade_hub,"electronics,chemicals,finance",18.37,2.0,2.5,1,0,0.532
2007,Singapore,China,trade_hub,"electronics,chemicals,finance",18.42,0.27,2.5,1,0,0.354
2008,Singapore,China,trade_hub,"electronics,chemicals,finance",20.35,10.48,2.5,1,0,0.273
2009,Singapore,China,trade_hub,"electronics,chemicals,finance",18.43,-9.43,2.5,1,0,0.215
2010,Singapore,China,trade_hub,"electronics,chemicals,finance",22.54,22.3,2.5,1,0,0.188
2011,Singapore,China,trade_hub,"electronics,chemicals,finance",19.91,-11.67,2.5,1,0,0.225
2012,Singapore,China,trade_hub,"electronics,chemicals,finance",20.85,4.72,2.5,1,0,0.472
2013,Singapore,China,trade_hub,"electronics,chemicals,finance",21.12,1.29,2.5,1,0,0.527
2014,Singapore,China,trade_hub,"electronics,chemicals,finance",20.01,-5.26,2.5,1,0,0.429
2015,Singapore,China,trade_hub,"electronics,chemicals,finance",20.43,2.1,2.5,1,0,0.377
2016,Singapore,China,trade_hub,"electronics,chemicals,finance",21.62,5.82,2.5,1,0,0.147
2017,Singapore,China,trade_hub,"electronics,chemicals,finance",22.4,3.61,2.5,1,0,0.333
2018,Singapore,China,trade_hub,"electronics,chemicals,finance",19.4,-13.39,2.5,1,0,0.267
2019,Singapore,China,trade_hub,"electronics,chemicals,finance",20.77,7.06,2.5,1,0,0.267
2020,Singapore,China,trade_hub,"electronics,chemicals,finance",17.53,-15.6,2.5,1,0,0.362
2021,Singapore,China,trade_hub,"electronics,chemicals,finance",21.7,23.79,2.5,1,0,0.428
2022,Singapore,China,trade_hub,"electronics,chemicals,finance",21.4,-1.38,2.5,1,0,0.621
2023,Singapore,China,trade_hub,"electronics,chemicals,finance",22.8,6.54,2.5,1,0,0.374
2024,Singapore,China,trade_hub,"electronics,chemicals,finance",22.9,0.44,2.5,1,0,0.131
2000,South Africa,China,commodities,"minerals,coal,platinum",53.87,,2.5,1,0,0.376
2001,South Africa,China,commodities,"minerals,coal,platinum",57.65,7.02,2.5,1,0,0.492
2002,South Africa,China,commodities,"minerals,coal,platinum",59.54,3.28,2.5,1,0,0.303
2003,South Africa,China,commodities,"minerals,coal,platinum",59.57,0.05,2.5,1,0,0.427
2004,South Africa,China,commodities,"minerals,coal,platinum",68.35,14.74,2.5,1,0,0.467
2005,South Africa,China,commodities,"minerals,coal,platinum",73.16,7.04,2.5,1,0,0.445
2006,South Africa,China,commodities,"minerals,coal,platinum",76.2,4.16,2.5,1,0,0.423
2007,South Africa,China,commodities,"minerals,coal,platinum",79.79,4.71,2.5,1,0,0.129
2008,South Africa,China,commodities,"minerals,coal,platinum",77.76,-2.54,2.5,1,0,0.198
2009,South Africa,China,commodities,"minerals,coal,platinum",75.24,-3.24,2.5,1,0,0.256
2010,South Africa,China,commodities,"minerals,coal,platinum",79.26,5.34,2.5,1,0,0.351
2011,South Africa,China,commodities,"minerals,coal,platinum",77.32,-2.45,2.5,1,0,0.396
2012,South Africa,China,commodities,"minerals,coal,platinum",74.62,-3.49,2.5,1,0,0.209
2013,South Africa,China,commodities,"minerals,coal,platinum",81.91,9.77,2.5,1,0,0.201
2014,South Africa,China,commodities,"minerals,coal,platinum",85.59,4.49,2.5,1,0,0.356
2015,South Africa,China,commodities,"minerals,coal,platinum",85.02,-0.67,2.5,1,0,0.393
2016,South Africa,China,commodities,"minerals,coal,platinum",81.22,-4.47,2.5,1,0,0.23
